,hight,weight,c
182,3.56,89.0,1
183,6.06,151.5,1
184,8.54,213.49999999999997,1
185,7.73,193.25,1
186,9.64,241.0,1
187,9.35,233.75,1
188,6.84,171.0,1
189,4.86,121.50000000000001,1
190,8.48,212.0,1
191,3.78,94.5,1
192,8.88,222.00000000000003,1
193,3.71,92.75,1
194,9.05,226.25000000000003,1
195,8.85,221.25,1
196,6.99,174.75,1
197,9.02,225.5,1
198,4.93,123.25,1
199,6.75,168.75,1
200,9.91,247.75,1
201,9.06,226.5,1
202,8.77,219.25,1
203,6.87,171.75,1
204,9.16,229.0,1
205,8.14,203.5,1
206,3.33,83.25,1
207,8.57,214.25,1
208,9.07,226.75,1
209,7.07,176.75,1
210,5.72,143.0,1
211,5.07,126.75,1
212,8.5,212.5,1
213,6.29,157.25,1
214,8.78,219.49999999999997,1
215,8.78,219.49999999999997,1
216,9.42,235.5,1
217,6.37,159.25,1
218,4.1,102.49999999999999,1
219,5.48,137.0,1
220,8.15,203.75,1
221,4.34,108.5,1
222,6.97,174.25,1
223,5.13,128.25,1
224,6.84,171.0,1
225,4.82,120.5,1
226,6.75,168.75,1
227,5.54,138.5,1
228,3.52,88.0,1
229,7.15,178.75,1
230,3.87,96.75,1
231,4.12,103.0,1
232,9.64,241.0,1
233,8.6,215.0,1
234,4.86,121.50000000000001,1
235,6.52,163.0,1
236,3.95,98.75,1
237,7.98,199.5,1
238,8.91,222.75,1
239,4.73,118.25000000000001,1
240,6.85,171.25,1
241,5.94,148.5,1
242,6.98,174.5,1
243,5.82,145.5,1
244,9.75,243.75,1
245,4.64,115.99999999999999,1
246,8.59,214.75,1
247,6.1,152.5,1
248,4.7,117.5,1
249,8.49,212.25,1
250,8.49,212.25,1
251,5.71,142.75,1
252,8.69,217.25,1
253,3.74,93.5,1
254,3.14,78.5,1
255,7.6,190.0,1
256,9.23,230.75,1
257,3.07,76.75,1
258,9.02,225.5,1
259,4.05,101.25,1
260,5.01,125.25,1
261,7.5,187.5,1
262,8.1,202.5,1
263,6.32,158.0,1
264,6.08,152.0,1
265,9.36,234.0,1
266,9.95,248.74999999999997,1
267,8.58,214.5,1
268,3.43,85.75,1
269,8.15,203.75,1
270,3.4,85.0,1
271,7.1,177.5,1
272,4.45,111.25,1
273,4.37,109.25,1
274,5.98,149.5,1
275,5.12,128.0,1
276,4.27,106.74999999999999,1
277,4.57,114.25,1
278,3.59,89.75,1
279,8.7,217.49999999999997,1
280,8.85,221.25,1
281,4.87,121.75,1
282,6.37,159.25,1
283,9.49,237.25,1
284,8.03,200.74999999999997,1
285,3.16,79.0,1
286,5.49,137.25,1
287,7.98,199.5,1
288,4.68,117.0,1
289,9.71,242.75000000000003,1
290,7.57,189.25,1
291,8.94,223.5,1
292,5.69,142.25,1
293,5.22,130.5,1
294,4.98,124.50000000000001,1
295,3.62,90.5,1
296,8.16,204.0,1
297,3.22,80.5,1
298,9.01,225.25,1
299,3.54,88.5,1
300,9.37,234.24999999999997,1
301,5.09,127.25,1
302,5.51,137.75,1
303,7.92,198.0,1
304,8.51,212.75,1
305,7.08,177.0,1
306,3.81,95.25,1
307,3.66,91.5,1
308,5.89,147.25,1
309,9.65,241.25,1
310,8.21,205.25000000000003,1
311,5.92,148.0,1
312,9.66,241.5,1
313,5.46,136.5,1
314,9.16,229.0,1
315,6.59,164.75,1
316,3.09,77.25,1
317,5.25,131.25,1
318,9.83,245.75,1
319,5.34,133.5,1
320,7.44,186.0,1
321,5.72,143.0,1
322,3.05,76.25,1
323,5.19,129.75,1
324,3.42,85.5,1
325,6.53,163.25,1
326,8.98,224.5,1
327,5.5,137.5,1
328,3.14,78.5,1
329,7.28,182.0,1
330,7.06,176.5,1
331,6.79,169.75,1
332,9.48,237.0,1
333,5.18,129.5,1
334,9.25,231.25,1
335,9.71,242.75000000000003,1
336,8.27,206.75,1
337,6.16,154.0,1
338,5.97,149.25,1
339,6.24,156.0,1
340,3.47,86.75,1
341,4.13,103.25,1
342,3.57,89.25,1
343,6.66,166.5,1
344,4.29,107.25,1
345,7.0,175.0,1
346,9.95,248.74999999999997,1
347,7.61,190.25,1
348,3.08,77.0,1
349,6.73,168.25,1
350,4.97,124.25,1
351,8.3,207.50000000000003,1
352,6.74,168.5,1
353,8.97,224.25000000000003,1
354,4.23,105.75000000000001,1
355,7.67,191.75,1
356,4.78,119.5,1
357,6.39,159.75,1
358,7.52,188.0,1
359,3.94,98.5,1
360,7.97,199.25,1
361,4.17,104.25,1
362,5.19,129.75,1
363,7.53,188.25,1
364,7.97,199.25,1
365,3.43,85.75,1
366,5.21,130.25,1
367,4.71,117.75,1
368,8.26,206.5,1
369,3.15,78.75,1
370,7.66,191.5,1
371,9.62,240.49999999999997,1
372,5.02,125.49999999999999,1
373,4.22,105.5,1
374,5.09,127.25,1
375,9.34,233.5,1
376,6.99,174.75,1
377,9.84,246.0,1
378,6.85,171.25,1
379,8.89,222.25,1
380,7.84,196.0,1
381,5.37,134.25,1
382,4.44,111.00000000000001,1
383,6.79,169.75,1
384,4.71,117.75,1
385,7.31,182.75,1
386,8.8,220.00000000000003,1
387,6.03,150.75,1
388,5.37,134.25,1
389,5.21,130.25,1
390,9.01,225.25,1
391,3.29,82.25,1
392,7.37,184.25,1
393,7.41,185.25,1
394,8.02,200.5,1
395,6.53,163.25,1
396,9.38,234.50000000000003,1
397,4.98,124.50000000000001,1
398,8.17,204.25,1
399,7.43,185.75,1
400,8.77,131.54999999999998,0
401,8.79,131.85,0
402,4.91,73.65,0
403,8.96,134.4,0
404,3.31,49.65,0
405,9.81,147.15,0
406,4.77,71.55,0
407,8.01,120.14999999999999,0
408,8.98,134.70000000000002,0
409,8.65,129.75,0
410,7.72,115.8,0
411,5.88,88.2,0
412,4.19,62.85000000000001,0
413,7.15,107.25,0
414,8.25,123.75,0
415,6.44,96.60000000000001,0
416,5.13,76.95,0
417,9.97,149.55,0
418,3.04,45.6,0
419,4.82,72.30000000000001,0
420,6.82,102.30000000000001,0
421,9.52,142.79999999999998,0
422,6.41,96.15,0
423,6.2,93.0,0
424,3.17,47.55,0
425,8.02,120.3,0
426,6.99,104.85000000000001,0
427,5.06,75.89999999999999,0
428,6.55,98.25,0
429,5.11,76.65,0
430,5.07,76.05000000000001,0
431,8.23,123.45,0
432,7.66,114.9,0
433,9.78,146.7,0
434,7.24,108.60000000000001,0
435,7.58,113.7,0
436,4.97,74.55,0
437,5.63,84.45,0
438,3.3,49.5,0
439,4.41,66.15,0
440,5.3,79.5,0
441,6.25,93.75,0
442,9.11,136.64999999999998,0
443,6.82,102.30000000000001,0
444,3.94,59.1,0
445,9.89,148.35000000000002,0
446,5.33,79.95,0
447,8.73,130.95000000000002,0
448,8.81,132.15,0
449,3.51,52.65,0
450,8.93,133.95,0
451,3.79,56.85,0
452,9.47,142.05,0
453,7.04,105.6,0
454,6.5,97.5,0
455,5.88,88.2,0
456,3.11,46.65,0
457,7.4,111.0,0
458,6.88,103.2,0
459,5.1,76.5,0
460,3.68,55.2,0
461,9.75,146.25,0
462,5.46,81.9,0
463,3.11,46.65,0
464,7.26,108.89999999999999,0
465,5.7,85.5,0
466,7.21,108.15,0
467,6.38,95.7,0
468,5.17,77.55,0
469,9.4,141.0,0
470,9.18,137.7,0
471,4.27,64.05,0
472,9.46,141.9,0
473,5.18,77.69999999999999,0
474,3.47,52.050000000000004,0
475,6.11,91.65,0
476,3.45,51.75,0
477,9.49,142.35,0
478,8.95,134.25,0
479,8.62,129.29999999999998,0
480,8.33,124.95,0
481,8.42,126.3,0
482,8.56,128.4,0
483,7.07,106.05000000000001,0
484,9.27,139.04999999999998,0
485,5.75,86.25,0
486,3.69,55.35,0
487,7.47,112.05,0
488,5.88,88.2,0
489,4.36,65.4,0
490,5.15,77.25,0
491,8.43,126.44999999999999,0
492,9.23,138.45000000000002,0
493,5.5,82.5,0
494,7.48,112.2,0
495,4.27,64.05,0
496,3.69,55.35,0
497,9.14,137.10000000000002,0
498,5.23,78.45,0
499,8.7,130.5,0
500,8.4,126.0,0
501,4.3,64.5,0
502,6.64,99.6,0
503,7.27,109.05,0
504,9.58,143.7,0
505,8.3,124.50000000000001,0
506,4.91,73.65,0
507,6.24,93.60000000000001,0
508,6.82,102.30000000000001,0
509,6.94,104.10000000000001,0
510,5.24,78.60000000000001,0
511,8.1,121.5,0
512,9.79,146.85,0
513,9.93,148.95,0
514,3.53,52.949999999999996,0
515,4.28,64.2,0
516,9.47,142.05,0
517,3.94,59.1,0
518,5.06,75.89999999999999,0
519,9.1,136.5,0
520,9.87,148.04999999999998,0
521,7.73,115.95,0
522,8.07,121.05000000000001,0
523,3.78,56.699999999999996,0
524,8.53,127.94999999999999,0
525,4.26,63.9,0
526,9.12,136.79999999999998,0
527,4.04,60.6,0
528,3.18,47.7,0
529,9.54,143.1,0
530,7.05,105.75,0
531,6.86,102.9,0
532,9.84,147.6,0
533,8.89,133.35000000000002,0
534,4.49,67.35000000000001,0
535,5.37,80.55,0
536,7.77,116.55,0
537,9.72,145.8,0
538,9.68,145.2,0
539,9.08,136.2,0
540,8.64,129.60000000000002,0
541,8.07,121.05000000000001,0
542,3.32,49.8,0
543,6.99,104.85000000000001,0
544,8.53,127.94999999999999,0
545,6.55,98.25,0
546,7.46,111.9,0
547,9.62,144.29999999999998,0
548,3.62,54.300000000000004,0
549,8.79,131.85,0
550,4.37,65.55,0
551,4.21,63.15,0
552,8.0,120.0,0
553,3.81,57.15,0
554,8.93,133.95,0
555,5.18,77.69999999999999,0
556,9.35,140.25,0
557,8.15,122.25,0
558,7.37,110.55,0
559,4.92,73.8,0
560,6.25,93.75,0
561,9.74,146.1,0
562,3.22,48.300000000000004,0
563,4.77,71.55,0
564,4.14,62.099999999999994,0
565,4.05,60.75,0
566,6.32,94.80000000000001,0
567,5.68,85.19999999999999,0
568,6.25,93.75,0
569,6.83,102.45,0
570,9.91,148.65,0
571,9.63,144.45000000000002,0
572,4.27,64.05,0
573,9.59,143.85,0
574,3.28,49.199999999999996,0
575,9.1,136.5,0
576,6.13,91.95,0
577,5.04,75.6,0
578,9.69,145.35,0
579,7.77,116.55,0
580,5.76,86.39999999999999,0
581,6.58,98.7,0
582,9.22,138.3,0
583,7.28,109.2,0
584,6.29,94.35,0
585,5.3,79.5,0
586,6.13,91.95,0
587,3.24,48.6,0
588,8.2,122.99999999999999,0
589,8.34,125.1,0
590,9.34,140.1,0
591,4.54,68.1,0
592,4.76,71.39999999999999,0
593,3.67,55.05,0
594,3.66,54.900000000000006,0
595,3.64,54.6,0
596,4.08,61.2,0
597,4.52,67.8,0
598,7.93,118.94999999999999,0
599,7.16,107.4,0
600,6.01,90.14999999999999,0
601,7.8,117.0,0
602,6.22,93.3,0
603,6.7,100.5,0
604,9.54,143.1,0
605,5.37,80.55,0
606,5.18,77.69999999999999,0
607,7.79,116.85,0
608,3.12,46.800000000000004,0
609,7.02,105.3,0
610,9.84,147.6,0
611,7.28,109.2,0
612,4.92,73.8,0
613,5.89,88.35,0
614,7.76,116.39999999999999,0
615,3.83,57.45,0
616,9.23,138.45000000000002,0
617,7.46,111.9,0
618,7.41,111.15,0
619,8.5,127.5,0
620,3.73,55.95,0
621,7.89,118.35,0
622,6.09,91.35,0
623,8.31,124.65,0
624,4.58,68.7,0
625,4.98,74.7,0
626,5.72,85.8,0
627,9.73,145.95000000000002,0
628,7.79,116.85,0
629,5.09,76.35,0
630,8.53,127.94999999999999,0
631,9.32,139.8,0
632,4.9,73.5,0
633,9.24,138.6,0
634,7.79,116.85,0
635,4.87,73.05,0
636,5.39,80.85,0
637,7.78,116.7,0
638,6.12,91.8,0
639,7.41,111.15,0
640,8.99,134.85,0
641,3.74,56.1,0
642,9.48,142.20000000000002,0
643,9.61,144.14999999999998,0
644,8.28,124.19999999999999,0
645,7.23,108.45,0
646,4.6,69.0,0
647,6.04,90.6,0
648,7.21,108.15,0
649,6.28,94.2,0
650,5.46,81.9,0
651,9.44,141.6,0
652,4.67,70.05,0
653,3.83,57.45,0
654,4.45,66.75,0
655,4.13,61.949999999999996,0
656,5.78,86.7,0
657,7.9,118.5,0
658,5.29,79.35,0
659,8.38,125.70000000000002,0
660,8.46,126.9,0
661,10.0,150.0,0
662,9.15,137.25,0
663,7.34,110.1,0
664,3.26,48.9,0
665,5.41,81.15,0
666,4.9,73.5,0
667,5.23,78.45,0
668,8.91,133.65,0
669,7.46,111.9,0
670,9.53,142.95,0
671,3.98,59.7,0
672,4.43,66.44999999999999,0
673,4.37,65.55,0
674,4.19,62.85000000000001,0
675,3.99,59.85,0
676,4.48,67.2,0
677,5.1,76.5,0
678,7.63,114.45,0
679,4.08,61.2,0
680,8.98,134.70000000000002,0
681,3.13,46.949999999999996,0
682,6.2,93.0,0
683,7.77,116.55,0
684,4.12,61.800000000000004,0
685,3.58,53.7,0
686,3.49,52.35,0
687,6.04,90.6,0
688,8.89,133.35000000000002,0
689,7.05,105.75,0
690,6.08,91.2,0
691,7.95,119.25,0
692,7.31,109.64999999999999,0
693,6.92,103.8,0
694,4.55,68.25,0
695,8.29,124.35,0
696,8.39,125.85000000000001,0
697,5.35,80.25,0
698,3.63,54.449999999999996,0
699,3.93,58.95,0
700,6.35,95.25,0
701,5.81,87.14999999999999,0
702,9.94,149.1,0
703,8.97,134.55,0
704,7.67,115.05,0
705,7.51,112.64999999999999,0
706,8.04,120.6,0
707,5.35,80.25,0
708,6.75,101.25,0
709,4.28,64.2,0
710,6.96,104.4,0
711,6.43,96.44999999999999,0
712,8.63,129.45000000000002,0
713,4.93,73.94999999999999,0
714,4.83,72.45,0
715,8.02,120.3,0
716,7.37,110.55,0
717,5.71,85.65,0
718,3.19,47.85,0
719,6.87,103.05,0
720,8.13,121.95000000000002,0
721,5.67,85.05,0
722,8.29,124.35,0
723,8.1,121.5,0
724,4.89,73.35,0
725,7.36,110.4,0
726,4.39,65.85,0
727,6.9,103.5,0
728,4.85,72.75,0
729,3.78,56.699999999999996,0
730,4.64,69.6,0
731,5.29,79.35,0
732,9.62,144.29999999999998,0
733,8.37,125.54999999999998,0
734,9.65,144.75,0
735,4.97,74.55,0
736,4.7,70.5,0
737,5.46,81.9,0
738,8.15,122.25,0
739,3.3,49.5,0
740,8.92,133.8,0
741,8.6,129.0,0
742,5.53,82.95,0
743,7.09,106.35,0
744,3.38,50.699999999999996,0
745,6.81,102.14999999999999,0
746,9.93,148.95,0
747,9.38,140.70000000000002,0
748,3.74,56.1,0
749,3.24,48.6,0
750,7.32,109.80000000000001,0
751,8.97,134.55,0
752,4.87,73.05,0
753,8.37,125.54999999999998,0
754,6.21,93.15,0
755,8.45,126.74999999999999,0
756,6.42,96.3,0
757,6.71,100.65,0
758,9.13,136.95000000000002,0
759,7.75,116.25,0
760,9.98,149.70000000000002,0
761,3.55,53.25,0
762,6.68,100.19999999999999,0
763,9.61,144.14999999999998,0
764,8.67,130.05,0
765,3.36,50.4,0
766,6.77,101.55,0
767,8.04,120.6,0
768,6.43,96.44999999999999,0
769,4.24,63.6,0
770,6.35,95.25,0
771,4.19,62.85000000000001,0
772,8.38,125.70000000000002,0
773,8.52,127.8,0
774,3.47,52.050000000000004,0
775,8.63,129.45000000000002,0
776,5.37,80.55,0
777,8.08,121.2,0
778,7.18,107.69999999999999,0
779,8.9,133.5,0
780,8.25,123.75,0
781,3.6,54.0,0
782,3.63,54.449999999999996,0
783,9.79,146.85,0
784,7.04,105.6,0
785,4.74,71.10000000000001,0
786,3.19,47.85,0
787,4.2,63.0,0
788,7.1,106.5,0
789,3.88,58.199999999999996,0
790,5.13,76.95,0
791,3.1,46.5,0
792,6.86,102.9,0
793,3.47,52.050000000000004,0
794,4.83,72.45,0
795,9.56,143.4,0
796,4.36,65.4,0
797,6.74,101.10000000000001,0
798,7.8,117.0,0
799,4.23,63.45,0
